timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped
1771090924,650551925749,1488470656088,8119446536,15445040766,0,6
1771090954,650551952440,1488470666551,8119446581,15445040851,0,6
1771090984,650551981621,1488470678077,8119446631,15445040946,0,6
1771091014,650552373427,1488563013156,8119451759,15445103181,0,6
1771091044,650552592283,1488577066753,8119454407,15445113066,0,6
1771091074,650552783440,1488584802928,8119456635,15445118745,0,6
1771091104,650553758323,1488854299449,8119470047,15445300005,0,6
1771091134,650564854519,1488871795854,8119637470,15445565278,0,6
1771091164,650579387446,1488891625644,8119856864,15445865526,0,6
1771091194,650593867081,1488911457621,8120075328,15446165793,0,6
1771091224,650608310886,1488931288389,8120293378,15446466176,0,6
1771091255,650622714107,1488951100640,8120510864,15446766420,0,6
1771091285,650637316124,1488970923026,8120731224,15447066740,0,6
1771091315,650651880479,1488990745412,8120951111,15447366804,0,6
1771091345,650666410393,1489010566088,8121170512,15447667046,0,6
1771091375,650680905050,1489030388213,8121389351,15447967428,0,6
1771091405,650695435506,1489050210599,8121608635,15448267748,0,6
1771091435,650709946933,1489070031992,8121827753,15448567803,0,6
1771091465,650724487687,1489089863369,8122047254,15448868194,0,6
1771091495,650739229480,1489204424632,8122282142,15450682941,0,6
1771091525,651082838569,1489759693739,8128008633,15455858206,0,6
1771091555,651313505839,1490180380903,8131851326,15459577452,0,6
1771091585,651329528218,1490256846431,8132117789,15460290497,0,6
1771091615,651329629364,1490257016813,8132119022,15460292728,0,6
1771091645,651329669102,1490257029866,8132119120,15460292837,0,6
1771091675,651329700101,1490257041497,8132119181,15460292932,0,6
1771091705,651329730321,1490257053323,8132119229,15460293028,0,6
1771091735,651329759626,1490257064462,8132119281,15460293119,0,6
1771091765,651329789844,1490257076093,8132119329,15460293214,0,6
1771091795,651329990015,1490287075262,8132121669,15460313417,0,6
1771091825,651331085410,1490624142545,8132137330,15460538841,0,6
1771091855,651331296754,1490631957892,8132139813,15460544699,0,6
1771091885,651331505351,1490639694382,8132142280,15460550381,0,6
1771091915,651339181709,1490653785615,8132258004,15460751669,0,6
1771091945,651353049902,1490673607638,8132467382,15461051922,0,6
1771091975,651366947993,1490693426955,8132677055,15461352253,0,6
